mp,sim,full_name,member
5503,0.5764495002,Білозір Оксана,Позафракційні
17972,0.5762711081,Богомолець Ольга,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
19623,0.5753591187,Юзькова Тетяна,Позафракційні
15805,0.57290496,Кутовий Тарас,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
15817,0.571717687,Остапчук Віктор,"Група "Відродження"
2524,0.5714799082,Абдуллін Олександр,"Фракція політичної партії "Всеукраїнське об'єднання "Батьківщина" у Верховній Раді України"
20105,0.5704221638,Ричкова Тетяна,Позафракційні
15953,0.5643496091,Гордєєв Андрій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
17998,0.5642782173,Брензович Василь,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
17997,0.5592539926,Климпуш-Цинцадзе Іванна,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
16532,0.5569279957,Шкрум Альона,"Фракція політичної партії "Всеукраїнське об'єднання "Батьківщина" у Верховній Раді України"
11131,0.5555762876,Петьовка Василь,"Група "Воля народу"
15257,0.5533421476,Бухарєв Владислав,"Фракція політичної партії "Всеукраїнське об'єднання "Батьківщина" у Верховній Раді України"
19859,0.5531519673,Єдаков Ярослав,"Фракція Політичної партії "НАРОДНИЙ ФРОНТ"
1908,0.5515249431,Семерак Остап,"Фракція Політичної партії "НАРОДНИЙ ФРОНТ"
15916,0.5470061129,Лозовой Андрій,Фракція Радикальної партії Олега Ляшка
8830,0.5454971276,Немиря Григорій,"Фракція політичної партії "Всеукраїнське об'єднання "Батьківщина" у Верховній Раді України"
2394,0.543220707,Джемілєв Мустафа,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
5142,0.5425362821,Карпунцов Валерій,Позафракційні
18064,0.5387861443,Береза Борислав,Позафракційні
18097,0.5379664523,Корнацький Аркадій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
4132,0.5348076873,Луценко Юрій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
18028,0.5325001822,Костенко Павло,"Фракція Політичної партії "Об'єднання "САМОПОМІЧ"
17987,0.5322318903,Тригубенко Сергій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
15773,0.5285198298,Москаленко Ярослав,"Група "Воля народу"
15827,0.5283698479,Герега Олександр,Позафракційні
15802,0.527023523,Бублик Юрій,Позафракційні
19857,0.5257737831,Велікін Олег,Позафракційні
15810,0.5226407502,Молоток Ігор,"Група "Воля народу"
2370,0.5202087869,Насалик Ігор,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
17956,0.5182657559,Дейдей Євген,"Фракція Політичної партії "НАРОДНИЙ ФРОНТ"
18087,0.5157369832,Дубінін Олександр,Позафракційні
18124,0.5135050002,Парасюк Володимир,Позафракційні
15760,0.5071827315,Пономарьов Олександр,"Група "Воля народу"
5415,0.5066888219,Томенко Микола,Позафракційні
7371,0.5057280469,Кіссе Антон,"Група "Відродження"
15824,0.5031213388,Лабазюк Сергій,"Група "Воля народу"
18039,0.5028490348,Мельничук Сергій,"Група "Воля народу"
15837,0.5023480989,Іллєнко Андрій,Позафракційні
8786,0.5004344424,Кожем'якін Андрій,"Фракція політичної партії "Всеукраїнське об'єднання "Батьківщина" у Верховній Раді України"
15761,0.5001548561,Бандуров Володимир,"Група "Воля народу"
17047,0.4972341529,Фірсов Єгор,Позафракційні
18049,0.4960896972,Артеменко Андрій,Позафракційні
15801,0.4928238856,Каплін Сергій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
18003,0.4916427076,Семенченко Семен,"Фракція Політичної партії "Об'єднання "САМОПОМІЧ"
12272,0.4901053506,Дубіль Валерій,Позафракційні
18074,0.4889717713,Голубов Дмитро,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
5470,0.4882265444,Литвин Володимир,"Група "Воля народу"
11097,0.4868069311,Супруненко Олександр,"Група "Воля народу"
15665,0.4832627523,Матіос Марія,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
18054,0.4828330466,Луценко Ігор,"Фракція політичної партії "Всеукраїнське об'єднання "Батьківщина" у Верховній Раді України"
2323,0.4824889539,Мартиненко Микола,"Фракція Політичної партії "НАРОДНИЙ ФРОНТ"
19550,0.4813326884,Бендюженко Федір,"Фракція Політичної партії "НАРОДНИЙ ФРОНТ"
15806,0.4809195729,Осуховський Олег,Позафракційні
15794,0.4719756514,Ільюк Артем,"Група "Відродження"
4339,0.4626172259,Яценко Антон,"Група "Відродження"
3471,0.4586935025,Біловол Олександр,"Група "Відродження"
18096,0.4546832548,Константіновський Вячеслав,Позафракційні
18072,0.4506418885,Гарбуз Юрій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
17988,0.4422667387,Савченко Олексій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
18118,0.4412208705,Марченко Олександр,Позафракційні
15733,0.4400723426,Івахів Степан,"Група "Воля народу"
15813,0.4385528528,Головко Михайло,Позафракційні
5422,0.4369902992,Поплавський Михайло,"Група "Воля народу"
12265,0.4344203656,Власенко Сергій,"Фракція політичної партії "Всеукраїнське об'єднання "Батьківщина" у Верховній Раді України"
18123,0.432025672,Нестеренко Вадим,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
20287,0.4247848013,Буглак Юрій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
18086,0.4238466951,Довгий Олесь,"Група "Воля народу"
20104,0.4218886424,Шевченко Віктор,Позафракційні
14393,0.4200475562,Березкін Станіслав,"Група "Воля народу"
1792,0.4178409976,Тимошенко Юлія,"Фракція політичної партії "Всеукраїнське об'єднання "Батьківщина" у Верховній Раді України"
20103,0.4158085034,Констанкевич Ірина,Позафракційні
8827,0.4113148735,Міщенко Сергій,Позафракційні
5584,0.4104918631,Атрошенко Владислав,Позафракційні
15732,0.4098892191,Мартиняк Сергій,"Група "Воля народу"
18107,0.4072097351,Кривохатько Вадим,Позафракційні
20106,0.4063276797,Шахов Сергій,"Група "Воля народу"
15830,0.4058985285,Ничипоренко Валентин,"Група "Відродження"
5785,0.4042569435,Шипко Андрій,"Група "Відродження"
15669,0.401306356,Ковальчук Наталія,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
18061,0.4012911835,Балога Іван,Позафракційні
VolyaNarodu,0.3927982484,Воля народу,NA
16672,0.391939402,Левченко Юрій,Позафракційні
9776,0.3891085724,Барвіненко Віталій,"Група "Відродження"
15826,0.3877446864,Бондар Віктор,"Група "Воля народу"
15815,0.3851049023,Денисенко Анатолій,Позафракційні
5549,0.3838974208,Хомутиннік Віталій,"Група "Відродження"
18081,0.3780588512,Денисенко Андрій,Позафракційні
8771,0.3724266157,Зубик Володимир,"Група "Відродження"
3849,0.3722605932,Донець Тетяна,"Фракція Політичної партії "НАРОДНИЙ ФРОНТ"
15814,0.3599194987,Мисик Володимир,"Група "Партія "Відродження"
15756,0.3528179551,Ланьо Михайло,"Група "Воля народу"
18111,0.3509807604,Купрій Віталій,Позафракційні
18140,0.3444995288,Тарута Сергій,Позафракційні
5542,0.3429469061,Фельдман Олександр,"Група "Воля народу"
5566,0.341063845,Балога Віктор,Позафракційні
5606,0.3406889393,Гіршфельд Анатолій,"Група "Воля народу"
8889,0.332386196,Шлемко Дмитро,"Фракція політичної партії "Всеукраїнське об'єднання "Батьківщина" у Верховній Раді України"
17992,0.3314387645,Гвоздьов Михайло,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
20107,0.3250821232,Микитась Максим,"Група "Воля народу"
5423,0.321698537,Клімов Леонід,"Група "Відродження"
15816,0.3201237323,Кацуба Володимир,"Група "Воля народу"
15829,0.3139354201,Бобов Геннадій,"Група "Відродження"
20626,0.313303452,Побочіх Михайло,"Фракція Політичної партії "НАРОДНИЙ ФРОНТ"
15652,0.3124272325,Дзензерський Денис,"Фракція Політичної партії "НАРОДНИЙ ФРОНТ"
Vidrodzhennya,0.3119744112,Відродження,NA
15800,0.3087455442,Пресман Олександр,"Група "Відродження"
15799,0.3071054199,Фурсін Іван,"Група "Воля народу"
18040,0.2946408217,Огнєвіч Злата,Фракція Радикальної партії Олега Ляшка
8746,0.287098489,Гєллєр Євгеній,"Група "Відродження"
15757,0.2799411903,Балога Павло,Позафракційні
8826,0.2795385418,Мірошниченко Юрій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
20536,0.2790118801,Заружко Валерія,Фракція Радикальної партії Олега Ляшка
5399,0.2758161581,Шкіря Ігор,"Група "Відродження"
8832,0.270068922,Одарченко Юрій,Позафракційні
11173,0.2655864424,Богдан Руслан,Позафракційні
17666,0.2646906213,Насіров Роман,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
5500,0.2411067015,Матвійчук Едуард,Позафракційні
5541,0.2396367466,Святаш Дмитро,"Група "Відродження"
18145,0.2389654222,Філатов Борис,Позафракційні
18166,0.2318799395,Савченко Надія,Позафракційні
18036,0.2317789762,Гусак Володимир,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
8723,0.2255775873,Білий Олексій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
8838,0.2243734704,Писаренко Валерій,"Група "Відродження"
8715,0.2180788623,Чепинога Віталій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
20777,0.2171778601,Савка Іван,"Фракція Політичної партії "НАРОДНИЙ ФРОНТ"
18071,0.2171637558,Гальченко Андрій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
18207,0.2130601411,Барна Степан,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
18160,0.2107256175,Куліч Валерій,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
13694,0.1958683157,Кісельов Андрій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
15771,0.1936235358,Онищенко Олександр,"Група "Воля народу"
11098,0.1908132266,Колєсніков Дмитро,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
18133,0.1860046654,Сажко Сергій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
15741,0.1836694342,Павлов Костянтин,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
18135,0.1828420085,Солод Юрій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
19112,0.1822930277,Гулак Олександр,Фракція Радикальної партії Олега Ляшка
Pozafrak,0.1809114791,Позафракційні,NA
5520,0.1776204753,Бахтеєва Тетяна,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
5509,0.176760121,Єремеєв Ігор,"Група "Воля народу"
8802,0.1757230082,Куренной Володимир,"Фракція ПАРТІЇ "БЛОК ПЕТРА ПОРОШЕНКА"
2320,0.1651266495,Ківалов Сергій,Позафракційні
18065,0.1640790634,Білецький Андрій,Позафракційні
15762,0.1614317646,Балицький Євген,"Група "Економічний розвиток"
8885,0.1585103797,Шенцев Дмитро,Позафракційні
Oppoblock,0.1532948156,Опозиційний блок,NA
5464,0.151028901,Папієв Михайло,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
2284,0.1481758142,Деркач Андрій,"Група "Воля народу"
5380,0.146421061,Павленко Юрій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
8737,0.1459831971,Вілкул Олександр,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
11096,0.1369162944,Шпенов Дмитро,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
2301,0.1369143898,Жеваго Костянтин,Позафракційні
15818,0.1331550934,Добкін Дмитро,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
11109,0.1297968372,Льовочкіна Юлія,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
8725,0.1170188854,Богуслаєв Вячеслав,"Група "Воля народу"
11106,0.1162977977,Мирний Іван,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
793,0.1063180619,Іоффе Юлій,Позафракційні
15734,0.1041307813,Безбах Яків,Позафракційні
EkonomRozv,0.1030590995,NA,NA
2179,0.0921265839,Ларін Сергій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
15644,0.09179934933,Долженков Олександр,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
15744,0.08655234199,Мартовицький Артур,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
8693,0.07761080605,Королевська Наталія,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
8781,0.07484553061,Клюєв Сергій,Позафракційні
18034,0.06570779822,Козак Тарас,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
2274,0.05782907723,Шуфрич Нестор,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
6548,0.05665509962,Шурма Ігор,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
11102,0.05537126466,Мороко Юрій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
18060,0.05432099542,Бакулін Євген,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
11094,0.04180971046,Бойко Юрій,Позафракційні
18033,0.04147837119,Скорик Микола,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
15725,0.04009349551,Нечаєв Олександр,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
833,0.03475625158,Звягільський Юхим,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
18032,0.02510937843,Рабінович Вадим,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
17108,0.0234832734,Новинський Вадим,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
13562,0.01697835569,Омельянович Денис,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
5578,0.0150573787,Добкін Михайло,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
2356,-0.01214212932,Матвієнков Сергій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
15780,-0.01703997915,Дунаєв Сергій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
7718,-0.01751434355,Льовочкін Сергій,Позафракційні
15819,-0.02463691979,Мураєв Євгеній,Позафракційні
8741,-0.03956098847,Воропаєв Юрій,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
18037,-0.04062370553,Німченко Василь,"Фракція Політичної партії "Опозиційний блок" у Верховній Раді України восьмого скликання"
